Accident Date,Accident Type
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Struck Pedestrian
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Struck Pedestrian
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Collision with vehicle
14/3/18,Collision with a fixed object
15/3/18,Collision with vehicle
15/3/18,Collision with a fixed object
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Struck Pedestrian
15/3/18,Collision with a fixed object
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Struck Pedestrian
15/3/18,Collision with a fixed object
15/3/18,Collision with vehicle
15/3/18,Collision with a fixed object
15/3/18,Struck Pedestrian
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with a fixed object
15/3/18,Struck Pedestrian
15/3/18,Collision with a fixed object
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
15/3/18,Collision with vehicle
16/3/18,Collision with a fixed object
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
16/3/18,Struck Pedestrian
16/3/18,Collision with a fixed object
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
16/3/18,Struck Pedestrian
16/3/18,Struck Pedestrian
16/3/18,Collision with vehicle
16/3/18,Collision with a fixed object
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
16/3/18,Collision with a fixed object
16/3/18,Collision with a fixed object
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
16/3/18,Struck Pedestrian
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
16/3/18,Struck Pedestrian
16/3/18,Collision with vehicle
16/3/18,Collision with vehicle
17/3/18,Collision with vehicle
17/3/18,Collision with a fixed object
17/3/18,Collision with vehicle
17/3/18,Collision with vehicle
17/3/18,Collision with vehicle
17/3/18,Collision with vehicle
17/3/18,Collision with a fixed object
17/3/18,Collision with vehicle
17/3/18,Collision with vehicle
17/3/18,Collision with vehicle
17/3/18,Collision with a fixed object
17/3/18,Collision with vehicle
17/3/18,Collision with vehicle
17/3/18,Collision with a fixed object
17/3/18,Collision with a fixed object
17/3/18,Collision with a fixed object
17/3/18,Collision with vehicle
17/3/18,Struck Pedestrian
17/3/18,Collision with a fixed object
17/3/18,Collision with a fixed object
17/3/18,Collision with vehicle
17/3/18,Collision with a fixed object
17/3/18,Collision with vehicle
18/3/18,Collision with vehicle
18/3/18,Collision with vehicle
18/3/18,Collision with vehicle
18/3/18,Collision with vehicle
18/3/18,Collision with vehicle
18/3/18,Collision with vehicle
18/3/18,Struck Pedestrian
18/3/18,Collision with vehicle
18/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Struck Pedestrian
19/3/18,Collision with vehicle
19/3/18,Collision with some other object
19/3/18,Collision with a fixed object
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with a fixed object
19/3/18,Collision with a fixed object
19/3/18,Struck Pedestrian
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
19/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with a fixed object
20/3/18,Collision with vehicle
20/3/18,Collision with a fixed object
20/3/18,Struck Pedestrian
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with a fixed object
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with a fixed object
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
20/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Struck Pedestrian
21/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Collision with some other object
21/3/18,Struck Pedestrian
21/3/18,Collision with vehicle
21/3/18,Collision with a fixed object
21/3/18,Collision with vehicle
21/3/18,Collision with a fixed object
21/3/18,Collision with vehicle
21/3/18,Collision with vehicle
21/3/18,Collision with a fixed object
21/3/18,Collision with some other object
21/3/18,Collision with a fixed object
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with a fixed object
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with a fixed object
22/3/18,Collision with vehicle
22/3/18,Collision with a fixed object
22/3/18,Collision with vehicle
22/3/18,Struck Pedestrian
22/3/18,Collision with some other object
22/3/18,Collision with a fixed object
22/3/18,Struck Pedestrian
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with a fixed object
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with a fixed object
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with a fixed object
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with vehicle
22/3/18,Collision with a fixed object
23/3/18,Collision with vehicle
23/3/18,Collision with a fixed object
23/3/18,Collision with vehicle
23/3/18,Collision with a fixed object
23/3/18,Collision with vehicle
23/3/18,Struck Pedestrian
23/3/18,Collision with a fixed object
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Struck Pedestrian
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Struck Pedestrian
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with a fixed object
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Struck Pedestrian
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Struck Pedestrian
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Struck Pedestrian
23/3/18,Struck Pedestrian
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
23/3/18,Collision with vehicle
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with a fixed object
24/3/18,Collision with a fixed object
24/3/18,Collision with a fixed object
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with vehicle
24/3/18,Collision with vehicle
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Struck Pedestrian
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with a fixed object
24/3/18,Collision with a fixed object
24/3/18,Collision with vehicle
24/3/18,Collision with vehicle
25/3/18,Collision with a fixed object
25/3/18,Collision with vehicle
25/3/18,Collision with vehicle
25/3/18,Collision with vehicle
25/3/18,Collision with a fixed object
25/3/18,Collision with vehicle
25/3/18,Collision with vehicle
25/3/18,Collision with vehicle
25/3/18,Collision with vehicle
25/3/18,Collision with vehicle
25/3/18,Struck Pedestrian
25/3/18,Collision with vehicle
25/3/18,Collision with vehicle
25/3/18,Struck animal
25/3/18,Collision with vehicle
26/3/18,Struck Pedestrian
26/3/18,Collision with vehicle
26/3/18,Collision with a fixed object
26/3/18,Collision with a fixed object
26/3/18,Collision with a fixed object
26/3/18,Collision with a fixed object
26/3/18,Collision with vehicle
26/3/18,Collision with vehicle
26/3/18,Collision with vehicle
26/3/18,Collision with a fixed object
26/3/18,Collision with vehicle
26/3/18,Collision with vehicle
26/3/18,Collision with vehicle
26/3/18,Collision with a fixed object
26/3/18,Collision with a fixed object
26/3/18,Collision with a fixed object
26/3/18,Collision with a fixed object
26/3/18,Struck animal
26/3/18,Collision with vehicle
26/3/18,Struck Pedestrian
26/3/18,Collision with vehicle
26/3/18,Collision with a fixed object
26/3/18,Collision with vehicle
26/3/18,Collision with vehicle
26/3/18,Struck Pedestrian
26/3/18,Collision with vehicle
26/3/18,Collision with vehicle
26/3/18,Collision with vehicle
26/3/18,Collision with vehicle
26/3/18,Collision with a fixed object
26/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Struck Pedestrian
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with a fixed object
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Struck Pedestrian
27/3/18,Collision with vehicle
27/3/18,Struck Pedestrian
27/3/18,Collision with a fixed object
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with a fixed object
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Collision with vehicle
27/3/18,Struck Pedestrian
27/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with a fixed object
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Struck Pedestrian
28/3/18,Collision with vehicle
28/3/18,Struck Pedestrian
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with a fixed object
28/3/18,Struck animal
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with a fixed object
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Struck Pedestrian
28/3/18,Collision with vehicle
28/3/18,Collision with a fixed object
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with a fixed object
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Struck Pedestrian
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Struck Pedestrian
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
28/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Struck Pedestrian
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Struck Pedestrian
29/3/18,Collision with vehicle
29/3/18,Collision with a fixed object
29/3/18,Struck Pedestrian
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with a fixed object
29/3/18,Collision with vehicle
29/3/18,Collision with a fixed object
29/3/18,Collision with a fixed object
29/3/18,Collision with a fixed object
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Collision with vehicle
29/3/18,Struck Pedestrian
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with a fixed object
30/3/18,Fall from or in moving vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with a fixed object
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with a fixed object
30/3/18,Collision with a fixed object
30/3/18,Collision with vehicle
30/3/18,Struck Pedestrian
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with a fixed object
30/3/18,Collision with a fixed object
30/3/18,Collision with a fixed object
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
30/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with a fixed object
31/3/18,Collision with a fixed object
31/3/18,Collision with vehicle
31/3/18,Collision with a fixed object
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with a fixed object
31/3/18,Collision with vehicle
31/3/18,Collision with a fixed object
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with a fixed object
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
31/3/18,Collision with vehicle
1/4/18,Collision with vehicle
1/4/18,Collision with vehicle
1/4/18,Collision with vehicle
1/4/18,Collision with vehicle
1/4/18,Collision with vehicle
1/4/18,Collision with a fixed object
1/4/18,Collision with vehicle
1/4/18,Struck Pedestrian
2/4/18,Collision with vehicle
2/4/18,Collision with a fixed object
2/4/18,Collision with a fixed object
2/4/18,Collision with vehicle
2/4/18,Collision with a fixed object
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with a fixed object
2/4/18,Collision with vehicle
2/4/18,Struck Pedestrian
2/4/18,Collision with a fixed object
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with a fixed object
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
2/4/18,Collision with a fixed object
2/4/18,Collision with vehicle
2/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Struck Pedestrian
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with a fixed object
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with a fixed object
3/4/18,Collision with a fixed object
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
3/4/18,Collision with vehicle
4/4/18,Collision with a fixed object
4/4/18,Collision with vehicle
4/4/18,Struck Pedestrian
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Struck Pedestrian
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Struck Pedestrian
4/4/18,Collision with vehicle
4/4/18,Struck Pedestrian
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Fall from or in moving vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
4/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with a fixed object
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Struck Pedestrian
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with a fixed object
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Struck Pedestrian
5/4/18,Collision with vehicle
5/4/18,Collision with a fixed object
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
5/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Struck Pedestrian
6/4/18,Collision with vehicle
6/4/18,Struck Pedestrian
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Struck Pedestrian
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Struck Pedestrian
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with a fixed object
6/4/18,Collision with vehicle
6/4/18,Collision with a fixed object
6/4/18,Collision with vehicle
6/4/18,Collision with vehicle
6/4/18,Collision with a fixed object
7/4/18,Collision with a fixed object
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Struck Pedestrian
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Collision with vehicle
7/4/18,Struck animal
7/4/18,Collision with vehicle
7/4/18,Collision with a fixed object
7/4/18,Collision with vehicle
7/4/18,Collision with a fixed object
7/4/18,Collision with vehicle
7/4/18,Collision with a fixed object
7/4/18,Struck animal
8/4/18,Collision with vehicle
8/4/18,Collision with vehicle
8/4/18,Collision with a fixed object
8/4/18,Collision with vehicle
8/4/18,Collision with vehicle
8/4/18,Collision with a fixed object
8/4/18,Collision with a fixed object
8/4/18,Collision with vehicle
8/4/18,Collision with vehicle
8/4/18,Struck Pedestrian
8/4/18,Collision with vehicle
8/4/18,Collision with vehicle
8/4/18,Collision with a fixed object
8/4/18,Collision with a fixed object
8/4/18,Collision with vehicle
8/4/18,Collision with a fixed object
8/4/18,Struck Pedestrian
8/4/18,Collision with a fixed object
8/4/18,Collision with vehicle
8/4/18,Collision with vehicle
8/4/18,Collision with a fixed object
8/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with a fixed object
9/4/18,Collision with vehicle
9/4/18,Collision with a fixed object
9/4/18,Collision with vehicle
9/4/18,Struck Pedestrian
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Struck Pedestrian
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with a fixed object
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
9/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Struck Pedestrian
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with a fixed object
10/4/18,Collision with a fixed object
10/4/18,Fall from or in moving vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with some other object
10/4/18,Collision with a fixed object
10/4/18,Collision with a fixed object
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with a fixed object
10/4/18,Struck Pedestrian
10/4/18,Collision with vehicle
10/4/18,Collision with some other object
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
10/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Struck Pedestrian
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Struck Pedestrian
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with a fixed object
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with a fixed object
11/4/18,Collision with vehicle
11/4/18,Struck Pedestrian
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
11/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with a fixed object
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
12/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with a fixed object
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with a fixed object
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Collision with vehicle
13/4/18,Struck Pedestrian
14/4/18,Collision with vehicle
14/4/18,Struck animal
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with a fixed object
14/4/18,Struck Pedestrian
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with a fixed object
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
14/4/18,Collision with vehicle
15/4/18,Collision with a fixed object
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with a fixed object
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with a fixed object
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with a fixed object
15/4/18,Collision with a fixed object
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
15/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with a fixed object
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with a fixed object
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with vehicle
16/4/18,Collision with a fixed object
17/4/18,Collision with a fixed object
17/4/18,Struck Pedestrian
17/4/18,Collision with a fixed object
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Struck Pedestrian
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with a fixed object
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
17/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Struck Pedestrian
18/4/18,Collision with vehicle
18/4/18,Struck Pedestrian
18/4/18,Collision with a fixed object
18/4/18,Struck Pedestrian
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
